  368   38,447500   -9,199440       71,30   980105,81
  370   39,412500   -9,197220       56,30   980163,97
  371   38,588610   -9,197220       96,60   980097,70
  373   38,898330   -9,194170      409,00   980163,19
  376   38,962220   -9,189720      312,00   980167,39
  378   38,628890   -9,184440       68,60   980095,01
  379   39,189390   -9,183100      112,19   980165,49
  382   39,325040   -9,178720       27,32   980160,83
  383   38,542220   -9,177500       98,70   980096,27
  389   39,209930   -9,171710      100,81   980167,09
  392   39,017780   -9,170000      240,00   980162,94
  394   39,106110   -9,168330      341,90   980180,15
  399   39,290590   -9,160720       25,12   980170,98
  401   39,252890   -9,159240       32,99   980167,38
  402   39,135280   -9,158610      296,40   980177,45
  413   38,986670   -9,150830      441,70   980180,02
  416   38,686290   -9,146460        5,79   980093,10
  419   39,060280   -9,142780      219,00   980161,26
  420   39,185280   -9,142500      165,30   980166,07
  422   39,399540   -9,135150       53,95   980159,54
  430   39,519720   -9,131670       89,80   980183,12
  431   39,433080   -9,130450       31,94   980159,54
  436   39,141110   -9,125830      369,80   980187,05
  439   38,516670   -9,121940       68,40   980087,16
  440   38,782180   -9,120770       79,22   980102,96
  441   38,865560   -9,120280       61,60   980117,91
  444   38,901390   -9,116940       89,30   980129,53
  449   39,324170   -9,109170      191,90   980188,51
  453   39,284170   -9,106670      123,20   980178,27
  454   38,642070   -9,104850        3,26   980078,68
  456   38,775310   -9,104430       35,59   980095,90
  460   39,027780   -9,102220      321,40   980167,93
  461   39,237220   -9,101670      131,00   980171,04
  465   39,186390   -9,096940      211,60   980169,53
  467   39,497750   -9,095630       20,71   980167,45
  470   39,100560   -9,093610      161,40   980155,12
  476   39,552500   -9,089170      176,20   980193,95
  479   38,520830   -9,084170       74,50   980085,75
  482   39,421390   -9,081390      112,30   980182,08
  484   39,048060   -9,077780      266,50   980161,72
  486   38,663490   -9,074740        4,74   980077,72
  488   39,365280   -9,073330      159,50   980186,01
  490   38,563060   -9,071670       71,50   980081,74
  491   39,606390   -9,070560      124,30   980174,97
  497   38,488330   -9,056670      140,80   980096,82
  499   39,470560   -9,053330      198,80   980195,14
  500   38,964170   -9,052220      262,40   980152,69
  501   39,655280   -9,050280      131,30   980172,21
  507   39,488060   -9,038330      181,90   980195,18
  510   39,141940   -9,032500      122,60   980154,74
  512   39,290560   -9,031110      260,50   980187,43
  514   39,369720   -9,026940      196,50   980190,45
  515   39,416110   -9,026390      168,80   980191,08
  516   39,568060   -9,022220      154,70   980191,37
  519   38,503890   -9,020830      197,20   980102,30
  520   39,234440   -9,015000      235,20   980178,92
  524   39,320000   -9,009440      119,90   980177,16
  527   38,611390   -9,005560       57,10   980076,55
  529   39,625000   -9,004170       69,70   980165,97
  530   39,765560   -9,003890      104,20   980166,54
  532   39,060830   -9,002220       82,80   980144,90
  534   39,108330   -8,999170      160,40   980160,74
  535   37,023420   -8,995840       62,00   980033,95
  536   39,473060   -8,995560      235,20   980199,56
  538   39,373610   -8,992780      231,60   980191,39
  539   38,475560   -8,992500      259,20   980110,60
  540   39,534580   -8,992330       37,77   980181,92
  541   38,658610   -8,988610       36,90   980076,11
  548   39,022270   -8,977650       19,09   980122,56
  549   38,870830   -8,976670        2,90   980097,94
  557   39,162500   -8,970830      149,40   980163,63
  558   39,831110   -8,970830       81,70   980175,54
  559   38,546390   -8,969170      257,20   980100,22
  561   39,205830   -8,967500      149,00   980162,09
  562   39,613060   -8,961390      140,60   980180,64
  564   38,755460   -8,957670       10,12   980084,58
  565   37,035640   -8,954070       61,24   980033,99
  567   38,927500   -8,951390        3,80   980106,46
  568   37,001000   -8,948290       37,47   980021,17
  569   39,278330   -8,946670      128,50   980165,79
  571   39,889170   -8,945560       33,00   980182,25
  573   39,550160   -8,941340      142,80   980196,48
  575   38,740830   -8,938610       43,20   980089,23
  576   38,533610   -8,938610      391,60   980110,53
  578   39,340280   -8,937780       66,00   980156,76
  579   37,047630   -8,937550       77,87   980035,41
  580   38,600000   -8,937220       69,40   980076,35
  581   39,671670   -8,936670      164,00   980191,10
  587   39,413060   -8,934440      437,70   980209,61
  594   39,738890   -8,925560      108,30   980179,10
  596   39,151390   -8,924720       83,50   980149,99
  598   39,479170   -8,922220      332,70   980210,10
  600   39,927220   -8,921390       84,90   980192,83
  605   37,130280   -8,919560      126,73   980043,27
  608   37,196330   -8,916610       41,26   980029,11
  609   39,107500   -8,914440      101,30   980139,74
  611   38,629510   -8,913150       40,56   980074,33
  612   39,806670   -8,913060       47,40   980173,55
  613   39,234720   -8,912220      112,80   980160,03
  614   39,203890   -8,910000      101,70   980157,34
  618   39,317780   -8,905560      145,50   980168,53
  619   37,035880   -8,905360       55,35   980029,47
  620   38,969170   -8,905000        4,50   980110,12
  621   37,111090   -8,904580      133,28   980044,61
  625   39,271110   -8,899440       96,80   980162,38
  628   37,183730   -8,895810       14,51   980026,30
  629   39,615830   -8,895560      169,40   980195,25
  634   39,858330   -8,890560       45,60   980176,05
  635   39,504170   -8,888330      549,30   980228,55
  636   39,958330   -8,886940       86,40   980188,09
  637   38,864720   -8,886670       10,90   980101,59
  641   38,529820   -8,883170       13,71   980075,38
  643   37,138270   -8,878960      137,69   980041,76
  644   39,001670   -8,878890        3,80   980106,56
  646   37,219050   -8,877620      114,65   980038,78
  651   38,583610   -8,871110       60,80   980080,86
  653   37,100110   -8,869850      143,10   980042,64
  657   39,549720   -8,867500      615,10   980237,09
  658   37,955270   -8,866890       33,91   980061,92
  662   37,198490   -8,863560       20,92   980026,40
  667   38,647220   -8,856670       32,60   980081,51
  668   38,554720   -8,856110       45,50   980082,00
  669   37,234860   -8,854830      158,44   980043,11
  670   39,088990   -8,854660       28,40   980115,15
  673   39,234720   -8,850280      101,60   980156,01
  675   37,339940   -8,846880       84,90   980034,02
  676   39,468330   -8,846390      429,50   980211,65
  677   39,638400   -8,846050      157,12   980197,03
  678   37,100210   -8,845930      138,84   980040,36
  681   39,810740   -8,843540       20,01   980171,16
  682   39,419170   -8,843060      188,70   980178,81
  683   39,891940   -8,843060       89,80   980180,33
  684   39,207220   -8,843060      106,80   980152,93
  686   39,377220   -8,840830      137,90   980167,78
  688   39,830800   -8,840160       37,49   980172,38
  690   37,255250   -8,839150      154,42   980041,69
  691   39,862700   -8,838890       18,34   980172,83
  692   39,314720   -8,838330       35,60   980157,24
  694   39,797210   -8,836250       20,00   980171,24
  700   37,954420   -8,834960      102,90   980073,36
  701   37,214330   -8,834630      135,97   980038,56
  702   39,675730   -8,834500      106,63   980186,86
  704   39,499720   -8,833330      542,20   980227,36
  705   39,163330   -8,833330      113,40   980144,33
  735   39,722120   -8,831110      100,85   980183,58
  739   37,132110   -8,828710      144,16   980039,02
  742   39,659630   -8,827230       71,68   980182,75
  743   38,431670   -8,826670       24,70   980071,22
  744   37,154170   -8,826390      149,00   980039,00
  746   38,726390   -8,824720       41,00   980092,38
  747   39,767980   -8,824700       39,11   980175,04
  749   38,791940   -8,824170       46,60   980100,80
  751   39,288330   -8,822220      126,90   980162,31
  753   39,909500   -8,821280       36,87   980177,33
  756   37,598630   -8,816100       44,52   980031,73
  759   37,092670   -8,812720       22,64   980023,17
  760   37,260600   -8,812600       80,59   980031,02
  762   37,312260   -8,807310       96,21   980033,59
  766   39,068610   -8,804720        4,40   980098,38
  767   38,601670   -8,803890       41,40   980088,41
  768   38,753330   -8,803890       34,80   980096,27
  772   37,345540   -8,801590      111,43   980036,43
  773   39,988670   -8,801350      107,59   980196,29
  774   37,283880   -8,801350       42,81   980027,33
  776   37,235360   -8,798660      171,27   980040,93
  778   39,484440   -8,797780      440,00   980213,56
  779   37,917360   -8,797610       34,53   980047,17
  783   37,106480   -8,794880       24,00   980016,90
  784   37,381200   -8,794870       89,88   980033,49
  785   39,622220   -8,793890      306,40   980206,05
  786   39,586670   -8,793610      422,80   980216,85
  788   38,682220   -8,793060       38,00   980092,72
  789   37,880660   -8,792530       43,18   980039,02
  790   39,205280   -8,792500       73,10   980143,28
  791   39,818610   -8,791940      160,20   980188,81
  794   39,545830   -8,791390      590,00   980230,69
  796   39,899720   -8,788330      137,80   980189,86
  798   37,525170   -8,787630       29,40   980026,37
  799   37,565560   -8,787220       69,60   980033,78
  800   37,853130   -8,786600       41,80   980036,77
  801   37,787980   -8,786430       72,19   980027,60
  802   37,091290   -8,786300       20,63   980013,71
  803   39,953370   -8,786200      119,66   980193,31
  805   38,112890   -8,785650       36,42   980060,30
  806   37,744110   -8,784920       53,64   980025,64
  808   39,234170   -8,783890       80,30   980147,48
  809   38,393890   -8,783610       24,20   980070,08
  810   37,984690   -8,783140       56,00   980057,67
  811   37,723450   -8,782040       18,01   980023,34
  812   38,965280   -8,780560       18,50   980093,14
  813   37,219260   -8,780240      248,25   980047,82
  814   39,414170   -8,779720      238,50   980187,15
  815   37,076300   -8,778130       83,65   980010,96
  816   39,513610   -8,777500      549,80   980224,72
  820   38,788060   -8,776110       52,40   980101,57
  823   37,139930   -8,775160       63,00   980021,84
  824   38,339170   -8,774440       37,90   980066,86
  825   37,898320   -8,773210       52,20   980043,54
  826   37,702160   -8,772190       49,95   980028,10
  828   39,456390   -8,770560      250,40   980192,60
  829   37,433300   -8,770190        6,98   980023,10
  832   38,547780   -8,767780       23,10   980084,01
  835   38,644720   -8,765280       35,40   980092,62
  836   39,378060   -8,763890      134,50   980164,16
  838   37,445590   -8,760600       80,95   980031,43
  839   39,275000   -8,760560       91,90   980145,22
  841   37,528290   -8,759560       67,11   980031,79
  842   37,654990   -8,759390       44,61   980032,36
  843   39,708610   -8,758890      238,30   980198,47
  844   37,695310   -8,758760       61,34   980030,25
  845   37,817800   -8,758640       75,98   980033,45
  847   39,671940   -8,758060      435,10   980216,05
  848   39,082780   -8,757780        6,00   980095,89
  849   37,751700   -8,756850       63,78   980025,64
  850   37,461970   -8,755190       95,72   980033,17
  851   38,049190   -8,754090       70,36   980059,87
  852   39,783060   -8,753610      180,60   980198,34
  854   37,865630   -8,751820      146,71   980042,82
  855   39,865830   -8,751390      164,40   980193,38
  856   37,178760   -8,751320       64,70   980025,33
  857   39,334720   -8,750830      167,50   980156,59
  858   37,126760   -8,748430       79,65   980017,92
  859   38,738060   -8,746940       61,80   980101,24
  861   38,573290   -8,745800       12,18   980087,09
  862   37,600320   -8,744280       58,04   980033,26
  863   37,292780   -8,743610      333,60   980055,85
  865   38,908610   -8,742780       41,90   980101,11
  867   39,922500   -8,739720      137,70   980192,84
  868   38,303170   -8,736950       45,85   980070,85
  869   38,608890   -8,736940       44,40   980092,41
  870   39,193640   -8,735640       25,39   980126,61
  871   37,509680   -8,734440      133,64   980037,50
  872   37,549090   -8,734300      114,10   980035,63
  873   39,042220   -8,734170       17,80   980090,20
  875   37,478100   -8,733360      145,96   980037,20
  877   38,998330   -8,732780       36,80   980088,75
  878   38,252500   -8,732180       86,26   980069,56
  879   37,156000   -8,732060       27,41   980017,86
  880   38,141330   -8,730650       69,46   980068,20
  884   38,111780   -8,728340      105,23   980067,03
  885   37,750010   -8,727570       78,71   980027,19
  889   38,193940   -8,726450       82,84   980069,96
  891   37,126280   -8,724330       54,50   980009,71
  892   37,870780   -8,724290      195,97   980052,08
  893   37,838580   -8,724250      196,64   980043,88
  894   38,277700   -8,724090       67,83   980070,78
  895   37,614510   -8,723710       67,50   980034,64
  897   39,984720   -8,723330       86,10   980192,68
  901   37,349170   -8,720830      328,80   980055,26
  902   37,209170   -8,720280      180,60   980036,12
  903   39,129720   -8,720280        8,60   980107,92
  910   38,453060   -8,717780       33,90   980087,71
  912   39,622500   -8,717500      379,40   980208,10
  919   38,039360   -8,713790      136,53   980064,58
  920   37,245000   -8,713610      194,30   980038,73
  921   39,381390   -8,713060      149,70   980160,90
  922   37,560200   -8,713030       86,41   980036,64
  926   38,010650   -8,710990      122,00   980062,01
  927   39,729720   -8,710830      242,30   980199,87
  929   37,851080   -8,710450      163,92   980045,63
  934   37,935150   -8,709340      210,67   980066,21
  935   39,104740   -8,709160       13,16   980102,06
  942   39,779720   -8,706390      243,30   980204,89
  947   39,276590   -8,705020       54,82   980133,24
  948   39,565280   -8,705000      504,70   980220,77
  950   37,730560   -8,704440      315,20   980043,85
  951   39,410000   -8,703890      129,90   980167,68
  952   39,512780   -8,703610      484,10   980210,35
  954   38,408610   -8,702780       17,50   980082,34
  957   37,127640   -8,702050       75,36   980007,93
  962   37,704720   -8,700000      118,70   980029,20
  963   38,538890   -8,699720       45,00   980088,80
  967   38,682780   -8,698330       67,20   980098,65
  970   38,162800   -8,697780      133,13   980075,88
  973   39,846940   -8,696940      186,30   980202,91
  975   37,603710   -8,696500       88,95   980036,58
  981   37,997540   -8,694850      250,01   980074,74
  986   38,017070   -8,692660      202,06   980071,21
  992   39,355560   -8,691390      138,40   980149,44
  993   37,898090   -8,691370      180,82   980057,68
  995   38,926390   -8,690000       77,80   980099,38
  998   37,116730   -8,689080       43,58   980000,46
 1003   38,581900   -8,687190       14,44   980090,10
 1005   39,675280   -8,686670      356,00   980212,14
 1008   37,310280   -8,685560      402,40   980063,40
 1013   37,420560   -8,684170      273,90   980049,69
 1014   37,820130   -8,683870      132,05   980035,89
 1021   39,470830   -8,679720      103,80   980172,38
 1023   38,068470   -8,678890      244,77   980078,95
 1025   39,306960   -8,678800       76,63   980134,86
 1028   38,473200   -8,677000       25,68   980088,85
 1029   37,180830   -8,676670      132,70   980028,03
 1032   39,723330   -8,675830      249,20   980202,92
 1037   37,802180   -8,674770      160,14   980035,10
 1039   37,968060   -8,674170      202,50   980066,58
 1046   39,140000   -8,672500       26,00   980115,79
 1047   38,310280   -8,672140       83,80   980078,48
 1049   39,058610   -8,671390       47,70   980096,19
 1050   39,876940   -8,671110      145,40   980198,71
 1052   38,561940   -8,670830       71,70   980092,60
 1059   38,423060   -8,668610       13,70   980086,28
 1060   39,579440   -8,668610      470,50   980220,24
 1068   39,322220   -8,663850       41,52   980130,62
 1069   39,347410   -8,663530       80,47   980138,58
 1070   37,716510   -8,663430      148,98   980027,04
 1071   37,463610   -8,663060      216,10   980040,15
 1072   37,771880   -8,662470      178,54   980034,89
 1073   37,595200   -8,662370      121,55   980037,76
 1077   39,375890   -8,661000       31,52   980139,66
 1082   37,682160   -8,658920      153,57   980027,05
 1085   39,956940   -8,654720      108,10   980195,87
 1086   38,833890   -8,654720       73,80   980099,22
 1089   37,150300   -8,653490       12,41   980004,83
 1090   38,133640   -8,653090      291,98   980088,04
 1091   37,858330   -8,653060      152,80   980047,67
 1093   37,986430   -8,652710      137,00   980061,69
 1096   38,968610   -8,649720       80,00   980097,35
 1097   38,249950   -8,649200       74,76   980072,18
 1098   39,786670   -8,648890      348,70   980217,21
 1100   39,621110   -8,648330      379,50   980211,35
 1102   37,596370   -8,645760       13,13   980023,96
 1105   39,020560   -8,645560       75,40   980097,60
 1108   39,112780   -8,643330       47,40   980111,46
 1110   39,815000   -8,643060      286,70   980213,36
 1111   37,130950   -8,643030       73,79   980001,44
 1112   37,232220   -8,642780      160,40   980033,29
 1113   38,089300   -8,642140      291,13   980083,19
 1116   37,891110   -8,639720      158,90   980052,51
 1117   38,504720   -8,639720      132,60   980103,86
 1118   38,485000   -8,639170       69,90   980093,17
 1120   38,723330   -8,637500       90,80   980099,80
 1124   37,632750   -8,636890       81,49   980024,06
 1126   39,425910   -8,634440      113,24   980164,68
 1127   39,748060   -8,634170      321,50   980209,69
 1128   37,990560   -8,634170      175,30   980063,42
 1129   38,204580   -8,632950      145,72   980077,43
 1130   37,276940   -8,632500      348,10   980054,06
 1131   37,492500   -8,631110      207,20   980044,89
 1134   37,780560   -8,629170      161,70   980036,24
 1135   37,183330   -8,628890      111,40   980022,08
 1137   37,615750   -8,626880      109,44   980030,68
 1139   39,212080   -8,625210       17,12   980125,27
 1140   37,941390   -8,624720      151,30   980055,71
 1142   37,750280   -8,623890      129,70   980027,55
 1145   39,185560   -8,621670       37,40   980126,24
 1146   38,911940   -8,621670       77,00   980099,96
 1147   38,866390   -8,620280       82,10   980098,94
 1148   38,662300   -8,619040       90,63   980101,00
 1149   38,697220   -8,618890       89,80   980095,21
 1151   39,278330   -8,617500       12,20   980124,41
