  121   38,758280   -8,528880    119,92      3,83
  122   38,670050   -8,594670    100,65      4,01
  123   38,623510   -8,604400     72,02      1,36
  124   38,622490   -8,538510    107,06      3,28
  125   38,664370   -8,710110     48,57      0,53
  126   38,619860   -8,776020     31,03      0,42
  127   38,707640   -8,589210    115,99      5,33
  128   38,754880   -8,645510     71,18      1,23
  129   38,709380   -8,831780     25,31     -0,95
  130   38,664040   -8,833960     22,41     -0,30
  131   38,664500   -8,642080     66,68      1,39
  132   38,720020   -8,715320     64,45      1,67
  133   38,936940   -8,748180      7,52     -7,03
  134   38,811970   -8,720170     37,78     -2,46
  135   38,883190   -8,682270     58,89     -1,07
  136   38,886880   -8,735830     60,88     -0,75
  137   38,940230   -8,796660     23,48     -5,15
  138   38,873500   -8,804060     23,12     -4,69
  139   38,838980   -8,611310     89,74      2,18
  140   38,843110   -8,746620     54,99     -0,86
  141   38,793170   -8,622030     84,71      2,12
  142   38,887280   -8,545460     94,51      0,87
  143   38,809110   -8,796730     43,28     -1,26
  144   38,802200   -8,549660     41,90     -4,51
  145   38,835760   -8,851920     21,59     -3,89
  146   38,935270   -8,621760     10,36     -6,97
  147   38,796980   -8,696430     56,77     -0,33
  148   38,895170   -8,843720     18,30     -5,31
  149   38,787900   -8,847180     33,85     -1,50
  150   38,883790   -8,614540     68,74     -0,33
  151   38,936130   -8,853950     11,98     -6,34
  152   38,842850   -8,681610     59,18     -0,70
  153   38,928460   -8,673810     45,77     -2,78
  154   38,843010   -8,535820    112,91      2,96
  155   38,852500   -8,773360     42,51     -2,26
  156   38,925460   -8,552200     17,08     -7,56
  157   39,142240   -8,586640    170,50      8,91
  158   38,725700   -7,988130    399,60     20,36
  159   39,535800   -8,636600    677,70     52,89
  160   38,169260   -8,645560    325,42     30,55
  161   39,453860   -9,201150    161,60     20,09
  162   38,051360   -8,435600    117,01      1,36
  163   39,437420   -8,918590    486,80     41,24
  164   38,245830   -8,234790    105,70     -3,72
  165   38,448280   -7,800880    270,76      5,46
  166   39,336160   -8,417330    198,50      6,53
  167   39,694510   -8,130570    594,00     28,67
  168   38,569150   -8,189940    424,34     27,29
  169   39,173380   -9,048540    665,50     54,26
  170   38,442370   -7,381590    342,44      9,86
  171   38,246180   -7,783910    411,82     22,76
  172   39,077310   -8,187330    235,70      9,64
  173   38,739510   -7,584040    652,10     38,34
  174   38,566160   -8,900270    232,22     24,62
  175   39,360580   -9,407810     32,30     18,10
  177   38,491900   -8,523100    185,70     10,54
  178   38,322170   -8,005170    374,25     19,71
  179   38,840580   -8,519040    134,60      4,89
  180   38,452800   -9,106780    252,40     40,82
  181   38,894280   -9,091050    350,50     28,96
  182   39,367060   -8,011400    286,03      9,49
  185   39,189130   -7,622730    412,80     12,61
  186   38,916340   -7,654080    453,85     20,14
  187   39,031110   -7,107150    236,90     -7,97
  188   38,839920   -7,258780    474,80     21,32
  189   38,094170   -7,446110    275,68      7,37
  190   38,012880   -7,873760    250,90      8,81
  191   38,228470   -7,153800    284,04      0,42
  192   39,575360   -7,630070    462,50      8,71
  193   39,313510   -7,360510   1026,60     69,14
  194   39,687170   -9,002540    138,40     11,78
  195   37,794740   -7,450520    261,20      8,35
  196   37,243490   -7,739010    526,07     46,80
  197   37,700360   -7,761590    372,27     16,47
  198   37,881550   -8,167590    247,71      9,74
  199   37,283540   -8,860220    114,81     19,72
  200   37,085510   -8,951810    156,49     40,45
  201   37,088110   -8,718550    118,78     21,34
  202   37,186560   -7,487360     58,56      6,95
  203   37,794400   -8,718790    341,43     33,41
  204   37,964400   -7,284310    523,71     27,62
  205   37,315590   -8,596450    912,82     82,21
  206   37,929700   -7,593480    288,89     11,34
  207   37,101140   -7,933070    314,15     31,23
  208   37,370740   -8,080360    577,68     40,99
  209   37,138360   -8,394570    111,34      7,48
  210   37,507280   -8,716790    229,92     22,10
  211   37,618400   -8,072680    289,07      8,71
  212   37,614990   -8,386380    394,79     22,71
  213   37,148670   -8,791020    181,36     27,11
  214   38,725830   -9,456670     87,50     31,90
  215   38,823890   -9,445560    104,30     21,77
  233   38,950280   -9,394720      6,90      2,15
  235   38,744110   -9,392810    127,86     28,23
  236   39,006390   -9,390560    151,10     18,30
  237   39,124440   -9,390000     77,30     10,46
  239   39,090830   -9,386940     50,90      7,61
  241   38,762690   -9,384750    174,50     30,79
  254   38,824830   -9,358020    138,66     20,17
  259   38,989720   -9,346110    197,50     21,53
  261   39,193330   -9,341670    113,00     15,14
  262   39,378610   -9,341390     17,70     11,76
  263   38,845970   -9,333550    126,53     16,40
  266   38,906080   -9,329070    194,40     21,32
  268   38,936980   -9,327260    233,94     25,62
  276   39,131670   -9,319440    125,30     13,75
  278   39,312780   -9,318890     91,30     16,43
  286   39,275280   -9,296940    124,60     17,68
  289   39,219440   -9,295830    153,10     18,80
  290   39,066940   -9,292220    151,80     14,28
  291   39,179440   -9,291940    103,40     12,16
  295   39,381670   -9,284440     58,20     13,13
  296   39,345280   -9,282500    117,60     18,43
  297   38,891390   -9,281940    311,00     31,97
  299   39,019750   -9,280100     46,16      3,14
  308   38,747500   -9,273890    138,90     23,19
  310   39,048690   -9,270750     39,25      1,94
  312   39,132500   -9,269440    150,90     14,14
  318   39,254440   -9,264170    133,50     16,68
  345   39,354170   -9,239440    126,50     17,36
  347   39,123690   -9,237000     62,73      3,21
  348   39,182500   -9,234170    105,60     10,16
  349   39,316670   -9,234170    136,10     17,16
  352   38,782220   -9,231110    258,10     31,32
  353   38,671070   -9,231100      9,69     11,61
  354   39,095560   -9,230560    138,40     11,09
  355   39,228890   -9,230280    101,50     11,20
  356   38,727500   -9,227220    143,20     22,67
  357   39,017500   -9,225280    395,40     34,52
  358   38,694420   -9,220540      4,12      9,19
  359   39,155710   -9,218880     63,92      3,74
  360   38,415560   -9,216390    136,50     41,36
  363   39,283610   -9,209440    176,80     19,67
  366   38,823330   -9,204440    354,60     36,75
  367   39,054170   -9,199440    203,70     16,39
  368   38,447500   -9,199440     71,30     32,31
  370   39,412500   -9,197220     56,30      8,47
  371   38,588610   -9,197220     96,60     24,55
  373   38,898330   -9,194170    409,00     37,20
  376   38,962220   -9,189720    312,00     28,96
  378   38,628890   -9,184440     68,60     18,22
  379   39,189390   -9,183100    112,19      8,44
  382   39,325040   -9,178720     27,32      2,52
  383   38,542220   -9,177500     98,70     26,74
  389   39,209930   -9,171710    100,81      7,14
  392   39,017780   -9,170000    240,00     19,96
  394   39,106110   -9,168330    341,90     29,39
  399   39,290590   -9,160720     25,12      0,14
  401   39,252890   -9,159240     32,99     -0,10
  402   39,135280   -9,158610    296,40     24,10
  413   38,986670   -9,150830    441,70     39,93
  416   38,686290   -9,146460      5,79      6,12
  419   39,060280   -9,142780    219,00     16,52
  420   39,185280   -9,142500    165,30     11,67
  422   39,399540   -9,135150     53,95      3,93
  430   39,519720   -9,131670     89,80      9,10
  431   39,433080   -9,130450     31,94      1,55
  436   39,141110   -9,125830    369,80     30,32
  439   38,516670   -9,121940     68,40     20,90
  440   38,782180   -9,120770     79,22      8,87
  441   38,865560   -9,120280     61,60      0,85
  444   38,901390   -9,116940     89,30      2,81
  449   39,324170   -9,109170    191,90     16,00
  453   39,284170   -9,106670    123,20      7,89
  454   38,642070   -9,104850      3,26      6,09
  456   38,775310   -9,104430     35,59      4,10
  460   39,027780   -9,102220    321,40     27,11
  461   39,237220   -9,101670    131,00      7,74
  465   39,186390   -9,096940    211,60     14,96
  467   39,497750   -9,095630     20,71     -0,46
  470   39,100560   -9,093610    161,40      9,16
  476   39,552500   -9,089170    176,20     16,13
  479   38,520830   -9,084170     74,50     19,48
  482   39,421390   -9,081390    112,30      8,21
  484   39,048060   -9,077780    266,50     21,08
  486   38,663490   -9,074740      4,74      4,57
  488   39,365280   -9,073330    159,50     12,04
  490   38,563060   -9,071670     71,50     16,44
  491   39,606390   -9,070560    124,30     11,07
  497   38,488330   -9,056670    140,80     26,72
  499   39,470560   -9,053330    198,80     16,67
  500   38,964170   -9,052220    262,40     20,85
  501   39,655280   -9,050280    131,30     12,36
  507   39,488060   -9,038330    181,90     14,67
  510   39,141940   -9,032500    122,60      4,68
  512   39,290560   -9,031110    260,50     19,48
  514   39,369720   -9,026940    196,50     14,84
  515   39,416110   -9,026390    168,80     12,42
  516   39,568060   -9,022220    154,70     12,03
  519   38,503890   -9,020830    197,20     29,86
  520   39,234440   -9,015000    235,20     17,18
  524   39,320000   -9,009440    119,90      5,86
  527   38,611390   -9,005560     57,10     10,18
  529   39,625000   -9,004170     69,70      3,09
  530   39,765560   -9,003890    104,20      9,32
  532   39,060830   -9,002220     82,80      0,58
  534   39,108330   -8,999170    160,40      8,03
  535   37,023420   -8,995840     62,00     41,36
  536   39,473060   -8,995560    235,20     18,58
  538   39,373610   -8,992780    231,60     17,62
  539   38,475560   -8,992500    259,20     32,04
  540   39,534580   -8,992330     37,77     -2,49
  541   38,658610   -8,988610     36,90      5,94
  548   39,022270   -8,977650     19,09     -6,09
  549   38,870830   -8,976670      2,90     -6,32
  557   39,162500   -8,970830    149,40      7,26
  558   39,831110   -8,970830     81,70      6,49
  559   38,546390   -8,969170    257,20     30,66
  561   39,205830   -8,967500    149,00      7,49
  562   39,613060   -8,961390    140,60      8,43
  564   38,755460   -8,957670     10,12     -0,98
  565   37,035640   -8,954070     61,24     36,47
  567   38,927500   -8,951390      3,80     -6,96
  568   37,001000   -8,948290     37,47     37,05
  569   39,278330   -8,946670    128,50      5,09
  571   39,889170   -8,945560     33,00      1,08
  573   39,550160   -8,941340    142,80      7,46
  575   38,740830   -8,938610     43,20      2,70
  576   38,533610   -8,938610    391,60     39,85
  578   39,340280   -8,937780     66,00     -2,12
  579   37,047630   -8,937550     77,87     35,36
  580   38,600000   -8,937220     69,40      9,60
  581   39,671670   -8,936670    164,00     11,08
  587   39,413060   -8,934440    437,70     36,54
  594   39,738890   -8,925560    108,30      5,87
  596   39,151390   -8,924720     83,50      0,07
  598   39,479170   -8,922220    332,70     26,43
  600   39,927220   -8,921390     84,90      6,28
  605   37,130280   -8,919560    126,73     29,64
  608   37,196330   -8,916610     41,26     18,85
  609   39,107500   -8,914440    101,30      2,16
  611   38,629510   -8,913150     40,56      4,87
  612   39,806670   -8,913060     47,40     -0,35
  613   39,234720   -8,912220    112,80      2,76
  614   39,203890   -8,910000    101,70      1,68
  618   39,317780   -8,905560    145,50      5,72
  619   37,035880   -8,905360     55,35     31,06
  620   38,969170   -8,905000      4,50     -7,35
  621   37,111090   -8,904580    133,28     31,20
  625   39,271110   -8,899440     96,80      0,67
  628   37,183730   -8,895810     14,51     14,12
  629   39,615830   -8,895560    169,40      9,06
  634   39,858330   -8,890560     45,60     -0,79
  635   39,504170   -8,888330    549,30     46,69
  636   39,958330   -8,886940     86,40      5,58
  637   38,864720   -8,886670     10,90     -5,61
  641   38,529820   -8,883170     13,71      2,64
  643   37,138270   -8,878960    137,69     27,19
  644   39,001670   -8,878890      3,80     -7,78
  646   37,219050   -8,877620    114,65     22,31
  651   38,583610   -8,871110     60,80      6,58
  653   37,100110   -8,869850    143,10     30,27
  657   39,549720   -8,867500    615,10     50,73
  658   37,955270   -8,866890     33,91     10,05
  662   37,198490   -8,863560     20,92     11,55
  667   38,647220   -8,856670     32,60      1,59
  668   38,554720   -8,856110     45,50      5,14
  669   37,234860   -8,854830    158,44     25,58
  670   39,088990   -8,854660     28,40     -5,80
  673   39,234720   -8,850280    101,60      1,02
  675   37,339940   -8,846880     84,90     14,77
  676   39,468330   -8,846390    429,50     34,90
  677   39,638400   -8,846050    157,12      6,18
  678   37,100210   -8,845930    138,84     28,53
  681   39,810740   -8,843540     20,01     -6,70
  682   39,419170   -8,843060    188,70      8,63
  683   39,891940   -8,843060     89,80      2,16
  684   39,207220   -8,843060    106,80      1,84
  686   39,377220   -8,840830    137,90      3,30
  688   39,830800   -8,840160     37,49     -4,49
  690   37,255250   -8,839150    154,42     24,11
  691   39,862700   -8,838890     18,34     -6,23
  692   39,314720   -8,838330     35,60     -7,45
  694   39,797210   -8,836250     20,00     -7,14
  700   37,954420   -8,834960    102,90     16,00
  701   37,214330   -8,834630    135,97     22,90
  702   39,675730   -8,834500    106,63      0,70
  704   39,499720   -8,833330    542,20     46,39
  705   39,163330   -8,833330    113,40      2,91
  735   39,722120   -8,831110    100,85      0,57
  739   37,132110   -8,828710    144,16     25,49
  742   39,659630   -8,827230     71,68     -3,90
  743   38,431670   -8,826670     24,70      3,94
  744   37,154170   -8,826390    149,00     25,25
  746   38,726390   -8,824720     41,00      0,35
  747   39,767980   -8,824700     39,11     -5,87
  749   38,791940   -8,824170     46,60     -0,35
  751   39,288330   -8,822220    126,90      2,97
  753   39,909500   -8,821280     36,87     -4,00
  756   37,598630   -8,816100     44,52      7,27
  759   37,092670   -8,812720     22,64     15,24
  760   37,260600   -8,812600     80,59     14,58
  762   37,312260   -8,807310     96,21     14,68
  766   39,068610   -8,804720      4,40     -8,21
  767   38,601670   -8,803890     41,40      2,49
  768   38,753330   -8,803890     34,80     -1,10
  772   37,345540   -8,801590    111,43     15,73
  773   39,988670   -8,801350    107,59      4,69
  774   37,283880   -8,801350     42,81      9,23
  776   37,235360   -8,798660    171,27     24,78
  778   39,484440   -8,797780    440,00     35,60
  779   37,917360   -8,797610     34,53      7,08
  783   37,106480   -8,794880     24,00     13,01
  784   37,381200   -8,794870     89,88     12,41
  785   39,622220   -8,793890    306,40     19,98
  786   39,586670   -8,793610    422,80     31,60
  788   38,682220   -8,793060     38,00      0,41
  789   37,880660   -8,792530     43,18      7,74
  790   39,205280   -8,792500     73,10     -1,95
  791   39,818610   -8,791940    160,20      6,89
  794   39,545830   -8,791390    590,00     48,13
  796   39,899720   -8,788330    137,80      5,46
  798   37,525170   -8,787630     29,40      4,64
  799   37,565560   -8,787220     69,60      8,96
  800   37,853130   -8,786600     41,80      7,21
  801   37,787980   -8,786430     72,19     10,09
  802   37,091290   -8,786300     20,63     14,08
  803   39,953370   -8,786200    119,66      4,56
  805   38,112890   -8,785650     36,42      6,80
  806   37,744110   -8,784920     53,64      7,71
  808   39,234170   -8,783890     80,30     -1,63
  809   38,393890   -8,783610     24,20      3,24
  810   37,984690   -8,783140     56,00      8,87
  811   37,723450   -8,782040     18,01      3,45
  812   38,965280   -8,780560     18,50     -5,91
  813   37,219260   -8,780240    248,25     32,29
  814   39,414170   -8,779720    238,50     12,89
  815   37,076300   -8,778130     83,65     22,09
  816   39,513610   -8,777500    549,80     46,14
  820   38,788060   -8,776110     52,40     -0,03
  823   37,139930   -8,775160     63,00     13,94
  824   38,339170   -8,774440     37,90      4,93
  825   37,898320   -8,773210     52,20      7,94
  826   37,702160   -8,772190     49,95      6,43
  828   39,456390   -8,770560    250,40     14,10
  829   37,433300   -8,770190      6,98      1,36
  832   38,547780   -8,767780     23,10      0,46
  835   38,644720   -8,765280     35,40      0,31
  836   39,378060   -8,763890    134,50      2,17
  838   37,445590   -8,760600     80,95      9,39
  839   39,275000   -8,760560     91,90     -1,17
  841   37,528290   -8,759560     67,11      7,54
  842   37,654990   -8,759390     44,61      4,92
  843   39,708610   -8,758890    238,30     12,33
  844   37,695310   -8,758760     61,34      7,03
  845   37,817800   -8,758640     75,98      9,45
  847   39,671940   -8,758060    435,10     31,22
  848   39,082780   -8,757780      6,00     -8,07
  849   37,751700   -8,756850     63,78      7,60
  850   37,461970   -8,755190     95,72     10,77
  851   38,049190   -8,754090     70,36      9,17
  852   39,783060   -8,753610    180,60      7,04
  854   37,865630   -8,751820    146,71     17,04
  855   39,865830   -8,751390    164,40      6,22
  856   37,178760   -8,751320     64,70     12,08
  857   39,334720   -8,750830    167,50      6,26
  858   37,126760   -8,748430     79,65     15,12
  859   38,738060   -8,746940     61,80      1,52
  861   38,573290   -8,745800     12,18     -1,72
  862   37,600320   -8,744280     58,04      5,16
  863   37,292780   -8,743610    333,60     37,35
  865   38,908610   -8,742780     41,90     -2,97
  867   39,922500   -8,739720    137,70      3,74
  868   38,303170   -8,736950     45,85      4,83
  869   38,608890   -8,736940     44,40      1,26
  870   39,193640   -8,735640     25,39     -7,34
  871   37,509680   -8,734440    133,64     13,28
  872   37,549090   -8,734300    114,10     10,93
  873   39,042220   -8,734170     17,80     -6,48
  875   37,478100   -8,733360    145,96     14,76
  877   38,998330   -8,732780     36,80     -4,09
  878   38,252500   -8,732180     86,26      9,50
  879   37,156000   -8,732060     27,41      7,63
  880   38,141330   -8,730650     69,46      8,16
  884   38,111780   -8,728340    105,23     12,03
  885   37,750010   -8,727570     78,71      7,33
  889   38,193940   -8,726450     82,84      9,30
  891   37,126280   -8,724330     54,50     11,31
  892   37,870780   -8,724290    195,97     21,24
  893   37,838580   -8,724250    196,64     21,05
  894   38,277700   -8,724090     67,83      6,87
  895   37,614510   -8,723710     67,50      4,57
  897   39,984720   -8,723330     86,10     -1,58
  901   37,349170   -8,720830    328,80     34,43
  902   37,209170   -8,720280    180,60     22,36
  903   39,129720   -8,720280      8,60     -8,06
  910   38,453060   -8,717780     33,90      1,10
  912   39,622500   -8,717500    379,40     26,68
  919   38,039360   -8,713790    136,53     14,73
  920   37,245000   -8,713610    194,30     22,72
  921   39,381390   -8,713060    149,70      3,08
  922   37,560200   -8,713030     86,41      6,18
  926   38,010650   -8,710990    122,00     12,73
  927   39,729720   -8,710830    242,30     10,72
  929   37,851080   -8,710450    163,92     16,78
  934   37,935150   -8,709340    210,67     22,11
  935   39,104740   -8,709160     13,16     -7,34
  942   39,779720   -8,706390    243,30     11,92
  947   39,276590   -8,705020     54,82     -5,48
  948   39,565280   -8,705000    504,70     39,82
  950   37,730560   -8,704440    315,20     27,83
  951   39,410000   -8,703890    129,90      0,44
  952   39,512780   -8,703610    484,10     33,73
  954   38,408610   -8,702780     17,50     -0,85
  957   37,127640   -8,702050     75,36     12,43
  962   37,704720   -8,700000    118,70      9,04
  963   38,538890   -8,699720     45,00      1,04
  967   38,682780   -8,698330     67,20      2,18
  970   38,162800   -8,697780    133,13     13,40
  973   39,846940   -8,696940    186,30      6,03
  975   37,603710   -8,696500     88,95      4,91
  981   37,997540   -8,694850    250,01     25,62
  986   38,017070   -8,692660    202,06     20,45
  992   39,355560   -8,691390    138,40      2,15
  993   37,898090   -8,691370    180,82     17,61
  995   38,926390   -8,690000     77,80      0,77
  998   37,116730   -8,689080     43,58      9,50
 1003   38,581900   -8,687190     14,44     -3,01
 1005   39,675280   -8,686670    356,00     23,02
 1008   37,310280   -8,685560    402,40     41,05
 1013   37,420560   -8,684170    273,90     24,91
 1014   37,820130   -8,683870    132,05     10,90
 1021   39,470830   -8,679720    103,80     -3,59
 1023   38,068470   -8,678890    244,77     24,39
 1025   39,306960   -8,678800     76,63     -3,79
 1028   38,473200   -8,677000     25,68     -1,41
 1029   37,180830   -8,676670    132,70     16,10
 1032   39,723330   -8,675830    249,20     11,07
 1037   37,802180   -8,674770    160,14     13,18
 1039   37,968060   -8,674170    202,50     19,03
 1046   39,140000   -8,672500     26,00     -6,23
 1047   38,310280   -8,672140     83,80      5,69
 1049   39,058610   -8,671390     47,70     -3,19
 1050   39,876940   -8,671110    145,40      0,50
 1052   38,561940   -8,670830     71,70      3,04
 1059   38,423060   -8,668610     13,70     -2,83
 1060   39,579440   -8,668610    470,50     35,08
 1068   39,322220   -8,663850     41,52     -8,16
 1069   39,347410   -8,663530     80,47     -4,33
 1070   37,716510   -8,663430    148,98     10,02
 1071   37,463610   -8,663060    216,10     17,21
 1072   37,771880   -8,662470    178,54     13,90
 1073   37,595200   -8,662370    121,55      5,69
 1077   39,375890   -8,661000     31,52    -10,60
 1082   37,682160   -8,658920    153,57      9,86
 1085   39,956940   -8,654720    108,10     -2,91
 1086   38,833890   -8,654720     73,80      0,90
 1089   37,150300   -8,653490     12,41      2,74
 1090   38,133640   -8,653090    291,98     28,12
 1091   37,858330   -8,653060    152,80     11,39
 1093   37,986430   -8,652710    137,00     10,51
 1096   38,968610   -8,649720     80,00      0,68
 1097   38,249950   -8,649200     74,76      3,82
 1098   39,786670   -8,648890    348,70     21,09
 1100   39,621110   -8,648330    379,50     24,08
 1102   37,596370   -8,645760     13,13     -7,56
 1105   39,020560   -8,645560     75,40      0,05
 1108   39,112780   -8,643330     47,40     -3,49
 1110   39,815000   -8,643060    286,70     14,02
 1111   37,130950   -8,643030     73,79      9,53
 1112   37,232220   -8,642780    160,40     15,60
 1113   38,089300   -8,642140    291,13     27,36
 1116   37,891110   -8,639720    158,90     11,39
 1117   38,504720   -8,639720    132,60      8,81
 1118   38,485000   -8,639170     69,90      2,10
 1120   38,723330   -8,637500     90,80      3,56
 1124   37,632750   -8,636890     81,49     -0,62
 1126   39,425910   -8,634440    113,24     -2,35
 1127   39,748060   -8,634170    321,50     17,37
 1128   37,990560   -8,634170    175,30     13,50
 1129   38,204580   -8,632950    145,72     10,86
 1130   37,276940   -8,632500    348,10     32,52
 1131   37,492500   -8,631110    207,20     12,71
 1134   37,780560   -8,629170    161,70      9,70
 1135   37,183330   -8,628890    111,40     11,19
 1137   37,615750   -8,626880    109,44      1,92
 1139   39,212080   -8,625210     17,12     -8,75
 1140   37,941390   -8,624720    151,30      9,89
 1142   37,750280   -8,623890    129,70      5,43
 1145   39,185560   -8,621670     37,40     -5,95
 1146   38,911940   -8,621670     77,00      0,61
 1147   38,866390   -8,620280     82,10      1,36
 1148   38,662300   -8,619040     90,63      3,62
 1149   38,697220   -8,618890     89,80      3,29
 1151   39,278330   -8,617500     12,20    -10,84
 1152   39,390280   -8,617220     77,60     -6,00
 1155   37,401670   -8,616390    413,00     33,27
 1156   38,397500   -8,616390     15,90     -4,69
 1157   37,160360   -8,614160     50,79      5,24
 1161   37,604130   -8,610410     23,97     -8,62
 1162   39,680000   -8,609720    285,30     12,74
 1164   39,890000   -8,607780    177,40      1,21
 1165   39,513330   -8,607780    223,60      6,59
 1166   39,723890   -8,606940    288,80     12,95
 1167   37,956720   -8,606450     99,00      3,55
 1168   38,441940   -8,605000     44,60     -1,86
 1169   38,231060   -8,604530    105,11      5,32
 1171   37,505560   -8,603610    199,00     10,68
 1172   39,661110   -8,603610    273,90     10,91
 1173   37,554170   -8,600560    122,40      1,89
 1175   39,327780   -8,598890     96,10     -3,26
 1178   37,905560   -8,597780    146,00      8,13
 1180   37,227950   -8,597080    122,00      9,46
 1181   37,194270   -8,596880     76,75      6,10
 1183   39,603610   -8,595560    278,10     12,13
 1184   39,015560   -8,595560     95,30      1,84
 1185   38,481040   -8,594270     30,30     -3,70
