   75   38,704690   -8,979810     39,50
   76   38,710150   -9,187490     51,33
   77   38,744830   -8,982680     40,34
   78   38,611310   -9,143050     41,96
   79   38,614300   -9,025770     38,79
   80   38,616360   -9,084990     40,74
   81   38,737100   -9,410110     61,77
   82   38,747080   -9,238170     57,02
   83   38,779640   -9,270420     61,72
   84   38,690090   -9,426120     54,51
   85   38,708760   -9,485280     57,13
   86   38,781500   -9,496520     69,70
   87   38,825530   -9,323590     69,04
   88   38,785990   -9,381990     67,72
   89   38,823860   -9,265570     65,03
   90   38,739780   -9,472990     62,64
   91   38,740600   -9,355720     61,12
   92   38,774330   -9,441490     67,81
   93   38,698330   -9,367440     55,62
   94   38,775890   -9,329000     64,37
   95   38,704190   -9,245410     53,30
   96   38,659080   -9,251000     48,80
   97   38,676080   -9,326650     52,13
   98   38,745150   -9,297910     59,66
   99   38,704410   -9,311560     55,42
  100   38,826760   -9,395900     73,08
  101   38,919780   -9,424640     82,94
  102   38,913500   -9,259320     69,46
  103   38,871890   -9,391780     77,29
  104   38,914540   -9,316680     74,61
  105   38,871200   -9,327050     72,92
  106   38,866780   -9,450420     79,91
  107   38,875010   -9,263030     68,08
  108   38,915380   -9,381390     79,73
  109   38,821470   -9,472360     75,25
  110   38,722370   -8,535560     27,45
  111   38,613860   -8,838990     33,37
  112   38,711940   -8,652980     27,45
  113   38,758090   -8,696430     25,88
  114   38,754850   -8,595750     24,92
  115   38,669190   -8,779380     31,14
  116   38,618540   -8,655810     31,64
  117   38,712720   -8,775060     29,84
  118   38,620320   -8,722770     31,59
  119   38,748930   -8,830200     31,17
  120   38,674800   -8,533970     30,43
  121   38,758280   -8,528880     25,24
  122   38,670050   -8,594670     29,74
  123   38,623510   -8,604400     31,94
  124   38,622490   -8,538510     33,28
  125   38,664370   -8,710110     30,05
  126   38,619860   -8,776020     32,15
  127   38,707640   -8,589210     27,70
  128   38,754880   -8,645510     25,17
  129   38,709380   -8,831780     32,02
  130   38,664040   -8,833960     32,79
  131   38,664500   -8,642080     29,73
  132   38,720020   -8,715320     27,96
  133   38,936940   -8,748180     21,13
  134   38,811970   -8,720170     24,22
  135   38,883190   -8,682270     19,89
  136   38,886880   -8,735830     22,01
  137   38,940230   -8,796660     24,12
  138   38,873500   -8,804060     26,36
  139   38,838980   -8,611310     20,29
  140   38,843110   -8,746620     24,11
  141   38,793170   -8,622030     22,86
  142   38,887280   -8,545460     17,51
  143   38,809110   -8,796730     27,82
  144   38,802200   -8,549660     22,24
  145   38,835760   -8,851920     30,56
  146   38,935270   -8,621760     16,23
  147   38,796980   -8,696430     24,10
  148   38,895170   -8,843720     28,63
  149   38,787900   -8,847180     31,27
  150   38,883790   -8,614540     18,14
  151   38,936130   -8,853950     28,59
  152   38,842850   -8,681610     21,58
  153   38,928460   -8,673810     17,93
  154   38,843010   -8,535820     19,92
  155   38,852500   -8,773360     25,15
  156   38,925460   -8,552200     15,81
  157   39,142240   -8,586640     14,68
  158   38,725700   -7,988130     47,08
  159   39,535800   -8,636600     36,68
  160   38,169260   -8,645560     35,48
  161   39,453860   -9,201150     42,44
  162   38,051360   -8,435600     42,65
  163   39,437420   -8,918590     35,57
  164   38,245830   -8,234790     50,49
  165   38,448280   -7,800880     55,03
  166   39,336160   -8,417330     27,42
  167   39,694510   -8,130570     52,19
  168   38,569150   -8,189940     49,75
  169   39,173380   -9,048540     44,25
  170   38,442370   -7,381590     39,21
  171   38,246180   -7,783910     53,73
  172   39,077310   -8,187330     24,60
  173   38,739510   -7,584040     42,14
  174   38,566160   -8,900270     34,34
  175   39,360580   -9,407810     53,14
  177   38,491900   -8,523100     38,94
  178   38,322170   -8,005170     56,73
  179   38,840580   -8,519040     20,21
  180   38,452800   -9,106780     30,88
  181   38,894280   -9,091050     52,08
  182   39,367060   -8,011400     40,84
  185   39,189130   -7,622730     39,37
  186   38,916340   -7,654080     41,00
  187   39,031110   -7,107150     35,17
  188   38,839920   -7,258780     32,64
  189   38,094170   -7,446110     50,83
  190   38,012880   -7,873760     51,95
  191   38,228470   -7,153800     47,90
  192   39,575360   -7,630070     36,18
  193   39,313510   -7,360510     36,00
  194   39,687170   -9,002540     39,27
  195   37,794740   -7,450520     63,42
  196   37,243490   -7,739010     64,18
  197   37,700360   -7,761590     62,29
  198   37,881550   -8,167590     51,03
  199   37,283540   -8,860220     94,16
  200   37,085510   -8,951810     84,42
  201   37,088110   -8,718550     83,90
  202   37,186560   -7,487360     65,50
  203   37,794400   -8,718790     55,44
  204   37,964400   -7,284310     58,80
  205   37,315590   -8,596450     94,28
  206   37,929700   -7,593480     55,48
  207   37,101140   -7,933070     51,20
  208   37,370740   -8,080360     69,36
  209   37,138360   -8,394570     70,22
  210   37,507280   -8,716790     87,82
  211   37,618400   -8,072680     64,45
  212   37,614990   -8,386380     72,30
  213   37,148670   -8,791020     90,99
  214   38,725830   -9,456670     60,30
  215   38,823890   -9,445560     74,74
  233   38,950280   -9,394720     82,40
  235   38,744110   -9,392810     62,49
  236   39,006390   -9,390560     83,18
  237   39,124440   -9,390000     78,95
  239   39,090830   -9,386940     80,73
  241   38,762690   -9,384750     64,83
  254   38,824830   -9,358020     70,97
  259   38,989720   -9,346110     79,27
  261   39,193330   -9,341670     69,63
  262   39,378610   -9,341390     50,10
  263   38,845970   -9,333550     71,44
  266   38,906080   -9,329070     75,22
  268   38,936980   -9,327260     76,43
  276   39,131670   -9,319440     72,54
  278   39,312780   -9,318890     56,44
  286   39,275280   -9,296940     59,04
  289   39,219440   -9,295830     63,97
  290   39,066940   -9,292220     73,07
  291   39,179440   -9,291940     66,85
  295   39,381670   -9,284440     48,73
  296   39,345280   -9,282500     51,90
  297   38,891390   -9,281940     70,54
  299   39,019750   -9,280100     72,88
  308   38,747500   -9,273890     58,84
  310   39,048690   -9,270750     71,41
  312   39,132500   -9,269440     67,89
  318   39,254440   -9,264170     58,82
  345   39,354170   -9,239440     49,58
  347   39,123690   -9,237000     65,17
  348   39,182500   -9,234170     61,64
  349   39,316670   -9,234170     52,14
  352   38,782220   -9,231110     59,52
  353   38,671070   -9,231100     49,53
  354   39,095560   -9,230560     65,74
  355   39,228890   -9,230280     58,26
  356   38,727500   -9,227220     54,72
  357   39,017500   -9,225280     67,15
  358   38,694420   -9,220540     51,41
  359   39,155710   -9,218880     61,76
  360   38,415560   -9,216390     26,16
  363   39,283610   -9,209440     53,03
  366   38,823330   -9,204440     60,34
  367   39,054170   -9,199440     63,68
  368   38,447500   -9,199440     28,90
  370   39,412500   -9,197220     44,49
  371   38,588610   -9,197220     40,94
  373   38,898330   -9,194170     62,68
  376   38,962220   -9,189720     63,39
  378   38,628890   -9,184440     44,35
  379   39,189390   -9,183100     56,60
  382   39,325040   -9,178720     48,65
  383   38,542220   -9,177500     36,77
  389   39,209930   -9,171710     54,51
  392   39,017780   -9,170000     61,04
  394   39,106110   -9,168330     58,74
  399   39,290590   -9,160720     49,43
  401   39,252890   -9,159240     51,26
  402   39,135280   -9,158610     56,64
  413   38,986670   -9,150830     59,12
  416   38,686290   -9,146460     47,59
  419   39,060280   -9,142780     57,21
  420   39,185280   -9,142500     52,98
  422   39,399540   -9,135150     43,22
  430   39,519720   -9,131670     39,72
  431   39,433080   -9,130450     41,93
  436   39,141110   -9,125830     53,01
  439   38,516670   -9,121940     34,84
  440   38,782180   -9,120770     51,59
  441   38,865560   -9,120280     54,49
  444   38,901390   -9,116940     54,88
  449   39,324170   -9,109170     44,72
  453   39,284170   -9,106670     45,98
  454   38,642070   -9,104850     42,95
  456   38,775310   -9,104430     50,04
  460   39,027780   -9,102220     53,18
  461   39,237220   -9,101670     47,27
  465   39,186390   -9,096940     48,58
  467   39,497750   -9,095630     39,80
  470   39,100560   -9,093610     50,75
  476   39,552500   -9,089170     39,15
  479   38,520830   -9,084170     35,02
  482   39,421390   -9,081390     40,79
  484   39,048060   -9,077780     50,07
  486   38,663490   -9,074740     42,94
  488   39,365280   -9,073330     41,62
  490   38,563060   -9,071670     37,35
  491   39,606390   -9,070560     38,94
  497   38,488330   -9,056670     33,16
  499   39,470560   -9,053330     39,38
  500   38,964170   -9,052220     48,09
  501   39,655280   -9,050280     39,08
  507   39,488060   -9,038330     38,98
  510   39,141940   -9,032500     43,30
  512   39,290560   -9,031110     40,49
  514   39,369720   -9,026940     39,30
  515   39,416110   -9,026390     38,96
  516   39,568060   -9,022220     38,81
  519   38,503890   -9,020830     33,85
  520   39,234440   -9,015000     40,08
  524   39,320000   -9,009440     38,75
  527   38,611390   -9,005560     38,03
  529   39,625000   -9,004170     39,00
  530   39,765560   -9,003890     39,40
  532   39,060830   -9,002220     41,44
  534   39,108330   -8,999170     40,43
  535   37,023420   -8,995840     79,06
  536   39,473060   -8,995560     38,06
  538   39,373610   -8,992780     37,67
  539   38,475560   -8,992500     32,62
  540   39,534580   -8,992330     38,38
  541   38,658610   -8,988610     38,89
  548   39,022270   -8,977650     39,30
  549   38,870830   -8,976670     40,52
  557   39,162500   -8,970830     36,97
  558   39,831110   -8,970830     38,87
  559   38,546390   -8,969170     34,99
  561   39,205830   -8,967500     36,36
  562   39,613060   -8,961390     38,79
  564   38,755460   -8,957670     38,76
  565   37,035640   -8,954070     80,96
  567   38,927500   -8,951390     37,66
  568   37,001000   -8,948290     78,14
  569   39,278330   -8,946670     34,74
  571   39,889170   -8,945560     37,75
  573   39,550160   -8,941340     37,95
  575   38,740830   -8,938610     37,43
  576   38,533610   -8,938610     34,23
  578   39,340280   -8,937780     34,74
  579   37,047630   -8,937550     82,20
  580   38,600000   -8,937220     35,71
  581   39,671670   -8,936670     39,11
  587   39,413060   -8,934440     35,63
  594   39,738890   -8,925560     39,12
  596   39,151390   -8,924720     32,81
  598   39,479170   -8,922220     36,48
  600   39,927220   -8,921390     36,47
  605   37,130280   -8,919560     87,99
  608   37,196330   -8,916610     90,56
  609   39,107500   -8,914440     32,05
  611   38,629510   -8,913150     35,44
  612   39,806670   -8,913060     38,48
  613   39,234720   -8,912220     32,03
  614   39,203890   -8,910000     31,65
  618   39,317780   -8,905560     32,70
  619   37,035880   -8,905360     81,59
  620   38,969170   -8,905000     32,60
  621   37,111090   -8,904580     87,35
  625   39,271110   -8,899440     31,58
  628   37,183730   -8,895810     91,13
  629   39,615830   -8,895560     38,52
  634   39,858330   -8,890560     37,34
  635   39,504170   -8,888330     36,39
  636   39,958330   -8,886940     34,76
  637   38,864720   -8,886670     32,63
  641   38,529820   -8,883170     33,62
  643   37,138270   -8,878960     89,58
  644   39,001670   -8,878890     29,70
  646   37,219050   -8,877620     92,84
  651   38,583610   -8,871110     34,00
  653   37,100110   -8,869850     87,20
  657   39,549720   -8,867500     37,20
  658   37,955270   -8,866890     37,26
  662   37,198490   -8,863560     92,76
  667   38,647220   -8,856670     33,66
  668   38,554720   -8,856110     33,61
  669   37,234860   -8,854830     94,01
  670   39,088990   -8,854660     26,83
  673   39,234720   -8,850280     27,81
  675   37,339940   -8,846880     93,86
  676   39,468330   -8,846390     34,67
  677   39,638400   -8,846050     38,63
  678   37,100210   -8,845930     87,36
  681   39,810740   -8,843540     37,79
  682   39,419170   -8,843060     32,95
  683   39,891940   -8,843060     35,73
  684   39,207220   -8,843060     26,83
  686   39,377220   -8,840830     31,42
  688   39,830800   -8,840160     37,33
  690   37,255250   -8,839150     94,86
  691   39,862700   -8,838890     36,51
  692   39,314720   -8,838330     29,24
  694   39,797210   -8,836250     38,01
  700   37,954420   -8,834960     38,17
  701   37,214330   -8,834630     94,06
  702   39,675730   -8,834500     38,90
  704   39,499720   -8,833330     35,47
  705   39,163330   -8,833330     25,51
  735   39,722120   -8,831110     38,88
  739   37,132110   -8,828710     89,84
  742   39,659630   -8,827230     38,80
  743   38,431670   -8,826670     32,49
  744   37,154170   -8,826390     91,32
  746   38,726390   -8,824720     31,39
  747   39,767980   -8,824700     38,43
  749   38,791940   -8,824170     29,83
  751   39,288330   -8,822220     27,65
  753   39,909500   -8,821280     34,83
  756   37,598630   -8,816100     75,66
  759   37,092670   -8,812720     86,59
  760   37,260600   -8,812600     95,65
  762   37,312260   -8,807310     95,88
  766   39,068610   -8,804720     22,97
  767   38,601670   -8,803890     32,82
  768   38,753330   -8,803890     29,80
  772   37,345540   -8,801590     95,45
  773   39,988670   -8,801350     31,54
  774   37,283880   -8,801350     96,12
  776   37,235360   -8,798660     95,36
  778   39,484440   -8,797780     34,50
  779   37,917360   -8,797610     41,87
  783   37,106480   -8,794880     87,63
  784   37,381200   -8,794870     94,45
  785   39,622220   -8,793890     38,38
  786   39,586670   -8,793610     37,69
  788   38,682220   -8,793060     31,20
  789   37,880660   -8,792530     45,13
  790   39,205280   -8,792500     23,68
  791   39,818610   -8,791940     37,32
  794   39,545830   -8,791390     36,58
  796   39,899720   -8,788330     34,73
  798   37,525170   -8,787630     84,45
  799   37,565560   -8,787220     80,37
  800   37,853130   -8,786600     47,86
  801   37,787980   -8,786430     54,67
  802   37,091290   -8,786300     86,09
  803   39,953370   -8,786200     32,64
  805   38,112890   -8,785650     32,30
  806   37,744110   -8,784920     59,70
  808   39,234170   -8,783890     24,03
  809   38,393890   -8,783610     32,77
  810   37,984690   -8,783140     37,51
  811   37,723450   -8,782040     62,21
  812   38,965280   -8,780560     22,47
  813   37,219260   -8,780240     94,95
  814   39,414170   -8,779720     31,27
  815   37,076300   -8,778130     84,42
  816   39,513610   -8,777500     35,42
  820   38,788060   -8,776110     27,46
  823   37,139930   -8,775160     90,19
  824   38,339170   -8,774440     32,42
  825   37,898320   -8,773210     44,03
  826   37,702160   -8,772190     65,02
  828   39,456390   -8,770560     33,02
  829   37,433300   -8,770190     92,42
  832   38,547780   -8,767780     33,12
  835   38,644720   -8,765280     31,44
  836   39,378060   -8,763890     29,24
  838   37,445590   -8,760600     91,86
  839   39,275000   -8,760560     24,45
  841   37,528290   -8,759560     85,01
  842   37,654990   -8,759390     71,01
  843   39,708610   -8,758890     39,06
  844   37,695310   -8,758760     66,19
  845   37,817800   -8,758640     52,11
  847   39,671940   -8,758060     39,03
  848   39,082780   -8,757780     19,84
  849   37,751700   -8,756850     59,54
  850   37,461970   -8,755190     90,82
  851   38,049190   -8,754090     35,03
  852   39,783060   -8,753610     38,14
  854   37,865630   -8,751820     47,45
  855   39,865830   -8,751390     35,73
  856   37,178760   -8,751320     92,68
  857   39,334720   -8,750830     26,81
  858   37,126760   -8,748430     88,62
  859   38,738060   -8,746940     28,09
  861   38,573290   -8,745800     32,76
  862   37,600320   -8,744280     77,77
  863   37,292780   -8,743610     96,88
  865   38,908610   -8,742780     21,65
  867   39,922500   -8,739720     33,42
  868   38,303170   -8,736950     33,07
  869   38,608890   -8,736940     31,98
  870   39,193640   -8,735640     20,47
  871   37,509680   -8,734440     87,32
  872   37,549090   -8,734300     83,52
  873   39,042220   -8,734170     18,53
  875   37,478100   -8,733360     90,02
  877   38,998330   -8,732780     18,93
  878   38,252500   -8,732180     32,88
  879   37,156000   -8,732060     90,70
  880   38,141330   -8,730650     33,27
  884   38,111780   -8,728340     33,83
  885   37,750010   -8,727570     60,35
  889   38,193940   -8,726450     32,98
  891   37,126280   -8,724330     87,94
  892   37,870780   -8,724290     47,52
  893   37,838580   -8,724250     50,66
  894   38,277700   -8,724090     33,26
  895   37,614510   -8,723710     76,56
  897   39,984720   -8,723330     30,53
  901   37,349170   -8,720830     96,63
  902   37,209170   -8,720280     94,03
  903   39,129720   -8,720280     18,26
  910   38,453060   -8,717780     34,23
  912   39,622500   -8,717500     38,69
  919   38,039360   -8,713790     36,39
  920   37,245000   -8,713610     95,59
  921   39,381390   -8,713060     28,44
  922   37,560200   -8,713030     82,73
  926   38,010650   -8,710990     37,75
  927   39,729720   -8,710830     39,24
  929   37,851080   -8,710450     49,66
  934   37,935150   -8,709340     42,43
  935   39,104740   -8,709160     17,40
  942   39,779720   -8,706390     38,46
  947   39,276590   -8,705020     22,67
  948   39,565280   -8,705000     37,27
  950   37,730560   -8,704440     63,03
  951   39,410000   -8,703890     29,93
  952   39,512780   -8,703610     35,22
  954   38,408610   -8,702780     34,59
  957   37,127640   -8,702050     87,35
  962   37,704720   -8,700000     66,19
  963   38,538890   -8,699720     33,59
  967   38,682780   -8,698330     29,20
  970   38,162800   -8,697780     33,97
  973   39,846940   -8,696940     36,51
  975   37,603710   -8,696500     78,19
  981   37,997540   -8,694850     38,78
  986   38,017070   -8,692660     37,86
  992   39,355560   -8,691390     26,66
  993   37,898090   -8,691370     45,70
  995   38,926390   -8,690000     18,61
  998   37,116730   -8,689080     85,78
 1003   38,581900   -8,687190     32,68
 1005   39,675280   -8,686670     39,63
 1008   37,310280   -8,685560     96,64
 1013   37,420560   -8,684170     94,14
 1014   37,820130   -8,683870     53,22
 1021   39,470830   -8,679720     33,19
 1023   38,068470   -8,678890     36,22
 1025   39,306960   -8,678800     23,67
 1028   38,473200   -8,677000     34,90
 1029   37,180830   -8,676670     91,02
 1032   39,723330   -8,675830     39,68
 1037   37,802180   -8,674770     55,25
 1039   37,968060   -8,674170     40,90
 1046   39,140000   -8,672500     16,53
 1047   38,310280   -8,672140     35,03
 1049   39,058610   -8,671390     15,57
 1050   39,876940   -8,671110     35,50
 1052   38,561940   -8,670830     33,37
 1059   38,423060   -8,668610     35,43
 1060   39,579440   -8,668610     38,03
 1068   39,322220   -8,663850     24,31
 1069   39,347410   -8,663530     25,83
 1070   37,716510   -8,663430     65,18
 1071   37,463610   -8,663060     91,48
 1072   37,771880   -8,662470     58,75
 1073   37,595200   -8,662370     79,38
 1077   39,375890   -8,661000     27,56
 1082   37,682160   -8,658920     69,31
 1085   39,956940   -8,654720     31,84
 1086   38,833890   -8,654720     21,28
 1089   37,150300   -8,653490     87,54
 1090   38,133640   -8,653090     35,55
 1091   37,858330   -8,653060     49,83
 1093   37,986430   -8,652710     40,26
 1096   38,968610   -8,649720     15,97
 1097   38,249950   -8,649200     35,42
 1098   39,786670   -8,648890     38,94
 1100   39,621110   -8,648330     39,41
 1102   37,596370   -8,645760     79,28
 1105   39,020560   -8,645560     14,90
 1108   39,112780   -8,643330     15,10
 1110   39,815000   -8,643060     38,19
 1111   37,130950   -8,643030     85,19
 1112   37,232220   -8,642780     93,14
 1113   38,089300   -8,642140     36,61
 1116   37,891110   -8,639720     47,09
 1117   38,504720   -8,639720     35,23
 1118   38,485000   -8,639170     35,60
 1120   38,723330   -8,637500     26,77
 1124   37,632750   -8,636890     75,18
 1126   39,425910   -8,634440     30,64
 1127   39,748060   -8,634170     39,99
 1128   37,990560   -8,634170     40,42
 1129   38,204580   -8,632950     35,81
 1130   37,276940   -8,632500     94,70
 1131   37,492500   -8,631110     89,10
 1134   37,780560   -8,629170     58,05
 1135   37,183330   -8,628890     89,28
 1137   37,615750   -8,626880     77,09
 1139   39,212080   -8,625210     17,81
 1140   37,941390   -8,624720     43,51
 1142   37,750280   -8,623890     61,48
 1145   39,185560   -8,621670     16,64
 1146   38,911940   -8,621670     17,08
 1147   38,866390   -8,620280     19,05
 1148   38,662300   -8,619040     29,93
 1149   38,697220   -8,618890     28,14
 1151   39,278330   -8,617500     21,19
 1152   39,390280   -8,617220     28,37
 1155   37,401670   -8,616390     94,02
 1156   38,397500   -8,616390     37,05
 1157   37,160360   -8,614160     86,58
 1161   37,604130   -8,610410     78,29
 1162   39,680000   -8,609720     40,83
 1164   39,890000   -8,607780     35,72
 1165   39,513330   -8,607780     35,94
 1166   39,723890   -8,606940     40,79
 1167   37,956720   -8,606450     42,84
 1168   38,441940   -8,605000     37,12
 1169   38,231060   -8,604530     36,83
 1171   37,505560   -8,603610     87,68
 1172   39,661110   -8,603610     40,81
 1173   37,554170   -8,600560     83,33
 1175   39,327780   -8,598890     24,21
 1178   37,905560   -8,597780     46,49
 1180   37,227950   -8,597080     90,94
 1181   37,194270   -8,596880     88,58
 1183   39,603610   -8,595560     39,82
 1184   39,015560   -8,595560     13,81
 1185   38,481040   -8,594270     36,86
 1186   38,067920   -8,592690     38,40
 1187   39,785280   -8,591940     40,00
 1188   39,232220   -8,590830     18,41
 1189   39,941670   -8,590280     33,48
 1190   38,140610   -8,590110     37,34
 1192   37,212880   -8,589400     89,57
 1193   38,796390   -8,589170     22,49
 1196   38,888330   -8,586940     17,59
 1197   39,576110   -8,585560     39,10
 1198   38,597220   -8,585000     33,45
 1199   39,847220   -8,584720     38,05
 1201   39,475560   -8,581750     34,15
 1202   37,251110   -8,581670     91,51
 1203   38,955830   -8,580000     14,90
 1204   37,817030   -8,578300     54,50
 1205   38,565280   -8,577500     34,92
 1208   37,719440   -8,575280     65,01
 1209   39,444720   -8,573610     32,31
 1210   38,738330   -8,573060     26,00
 1212   37,438610   -8,570000     91,22
 1213   38,679080   -8,569890     29,55
 1215   37,125190   -8,568100     80,42
 1216   39,076110   -8,567500     13,31
 1217   38,852220   -8,565280     19,31
 1218   37,234950   -8,565050     89,75
 1219   37,871110   -8,565000     49,61
 1222   37,598160   -8,563710     78,38
 1223   37,779720   -8,563610     58,36
 1224   39,042780   -8,563330     13,22
 1226   37,846390   -8,562220     51,79
 1228   37,574170   -8,560830     80,75
 1229   38,263590   -8,560140     38,59
 1231   39,741110   -8,557780     41,68
 1232   38,117690   -8,557410     38,51
 1233   39,276110   -8,557220     20,91
 1235   37,318820   -8,555760     92,59
 1236   37,206560   -8,554550     87,21
 1237   37,285530   -8,554120     91,63
 1238   37,943890   -8,552500     44,47
 1239   38,180640   -8,552490     38,43
 1240   39,876940   -8,552220     37,53
 1242   39,972780   -8,551940     32,70
 1243   37,653660   -8,551640     72,23
 1244   37,975360   -8,551540     42,74
 1246   37,497500   -8,550280     87,09
 1248   39,685000   -8,548890     42,18
 1249   37,397500   -8,546670     91,90
 1250   37,244360   -8,546550     89,30
 1252   37,359870   -8,543880     92,32
 1253   37,166180   -8,541960     82,99
 1255   37,927460   -8,541410     45,65
 1256   39,920280   -8,540280     35,74
 1257   39,106670   -8,540280     13,60
 1261   37,525280   -8,537780     84,62
 1262   38,555280   -8,536390     36,43
 1263   39,613330   -8,536390     41,34
 1266   38,786110   -8,535280     23,38
 1267   39,165000   -8,534720     15,24
 1268   39,490530   -8,534350     35,83
 1271   39,525440   -8,531650     37,86
 1275   38,871110   -8,530560     18,40
 1278   39,242500   -8,529720     19,01
 1279   37,200120   -8,529560     85,21
 1280   38,992780   -8,529440     13,76
 1282   38,309480   -8,529360     40,06
 1283   39,760830   -8,528890     42,09
 1284   39,348890   -8,528060     26,13
 1285   37,969440   -8,527780     43,44
 1286   38,226090   -8,527550     39,51
 1288   37,436670   -8,526940     89,80
 1289   37,708610   -8,526670     65,88
 1292   38,902220   -8,526110     16,88
 1295   38,957180   -8,523570     14,72
 1297   38,372090   -8,522960     40,48
 1298   37,815380   -8,522150     54,80
 1299   39,564170   -8,521940     39,94
 1300   39,647220   -8,521670     42,46
 1301   37,750280   -8,521670     61,35
 1303   38,417780   -8,521110     40,31
 1306   38,076860   -8,519500     40,11
 1309   37,610120   -8,517110     76,27
 1311   39,801110   -8,516670     41,43
 1312   39,202220   -8,516110     16,95
 1313   39,834170   -8,514170     40,38
 1316   37,582780   -8,511670     78,84
 1317   37,376450   -8,511400     90,70
 1318   38,288200   -8,510720     40,64
 1319   37,208760   -8,510630     84,71
 1321   39,430560   -8,506940     32,40
 1324   37,288330   -8,503890     89,01
 1325   37,897500   -8,503610     48,08
 1327   38,146640   -8,501080     40,10
 1329   37,109530   -8,499920     74,22
 1331   37,495970   -8,497730     85,48
 1334   37,692040   -8,494510     67,27
 1337   38,805830   -8,492780     22,76
 1339   38,891670   -8,491390     17,76
 1340   38,413610   -8,491110     41,54
 1343   37,333610   -8,489720     89,45
 1344   38,714170   -8,489440     28,96
 1345   38,098390   -8,489250     40,66
 1346   37,591460   -8,488410     77,41
 1347   37,189290   -8,488060     81,63
 1349   37,549880   -8,487840     81,11
 1350   37,443600   -8,487540     87,88
 1351   38,510830   -8,487500     39,71
 1352   37,962780   -8,486940     44,41
 1353   39,203060   -8,486940     17,33
 1354   39,021940   -8,486670     13,62
 1357   37,392860   -8,485210     89,22
 1359   39,360000   -8,481670     27,71
 1360   37,496080   -8,481400     84,86
 1361   39,691390   -8,481110     44,00
 1362   38,181830   -8,481080     40,88
 1363   39,947220   -8,480830     36,23
 1364   38,376260   -8,480440     42,19
 1365   37,763610   -8,479720     59,70
 1366   39,467220   -8,479440     35,51
 1367   38,249110   -8,478690     41,54
 1369   39,900560   -8,476940     38,68
 1370   37,512830   -8,476070     83,54
 1371   39,753610   -8,475280     43,76
 1373   38,853890   -8,474720     20,13
 1374   38,593060   -8,473330     36,79
 1375   39,405560   -8,471110     31,33
 1376   39,520830   -8,471110     39,01
 1378   37,611940   -8,469170     74,95
 1379   37,133640   -8,468130     74,76
 1380   38,680750   -8,467470     31,80
 1381   39,297220   -8,467220     23,42
 1382   38,274780   -8,467210     42,24
 1383   39,649720   -8,466670     43,97
 1384   39,860830   -8,465830     40,85
 1385   37,252630   -8,464220     84,79
 1386   37,660000   -8,463890     70,06
 1387   39,052780   -8,463610     13,79
 1388   38,128080   -8,462880     41,31
 1389   39,166940   -8,462780     16,10
